index,jersey_number,player.id,player.name,position.id,position.name,match_id
1,13,6625,Vicente Guaita Panadero,1,Goalkeeper,9602
1,22,6627,Damián Nicolás Suárez Suárez,2,Right Back,9602
1,2,6634,Djené Dakonam Ortega,3,Right Center Back,9602
1,16,6861,Juan Torres Ruiz,5,Left Center Back,9602
1,3,6619,Vitorino Gabriel Pacheco Antunes,6,Left Back,9602
1,5,6633,Markel Bergara Larrañaga,9,Right Defensive Midfield,9602
1,18,6863,Mauro Wilney Arambarri Rosa,11,Left Defensive Midfield,9602
1,21,5724,Fayçal Fajr,17,Right Wing,9602
1,10,5693,Gaku Shibasaki,19,Center Attacking Midfield,9602
1,23,6621,Amath Ndiaye,21,Left Wing,9602
1,19,6630,Jorge Molina Vidal,23,Center Forward,9602
2,1,20055,Marc-André ter Stegen,1,Goalkeeper,9602
2,20,6379,Sergi Roberto Carnicer,2,Right Back,9602
2,3,5213,Gerard Piqué Bernabéu,3,Right Center Back,9602
2,23,5492,Samuel Yves Umtiti,5,Left Center Back,9602
2,18,5211,Jordi Alba Ramos,6,Left Back,9602
2,5,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,9602
2,4,5470,Ivan Rakitić,13,Right Center Midfield,9602
2,8,5216,Andrés Iniesta Luján,15,Left Center Midfield,9602
2,11,5477,Ousmane Dembélé,17,Right Wing,9602
2,10,5503,Lionel Andrés Messi Cuccittini,21,Left Wing,9602
2,9,5246,Luis Alberto Suárez Díaz,23,Center Forward,9602
883,1,20055,Marc-André ter Stegen,1,Goalkeeper,9602
883,20,6379,Sergi Roberto Carnicer,2,Right Back,9602
883,3,5213,Gerard Piqué Bernabéu,3,Right Center Back,9602
883,23,5492,Samuel Yves Umtiti,5,Left Center Back,9602
883,18,5211,Jordi Alba Ramos,6,Left Back,9602
883,5,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,9602
883,4,5470,Ivan Rakitić,13,Right Center Midfield,9602
883,8,5216,Andrés Iniesta Luján,15,Left Center Midfield,9602
883,10,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,9602
883,11,5477,Ousmane Dembélé,21,Left Wing,9602
883,9,5246,Luis Alberto Suárez Díaz,23,Center Forward,9602
1285,1,20055,Marc-André ter Stegen,1,Goalkeeper,9602
1285,20,6379,Sergi Roberto Carnicer,2,Right Back,9602
1285,3,5213,Gerard Piqué Bernabéu,3,Right Center Back,9602
1285,23,5492,Samuel Yves Umtiti,5,Left Center Back,9602
1285,18,5211,Jordi Alba Ramos,6,Left Back,9602
1285,5,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,9602
1285,4,5470,Ivan Rakitić,13,Right Center Midfield,9602
1285,8,5216,Andrés Iniesta Luján,15,Left Center Midfield,9602
1285,16,3726,Gerard Deulofeu Lázaro,17,Right Wing,9602
1285,10,5503,Lionel Andrés Messi Cuccittini,21,Left Wing,9602
1285,9,5246,Luis Alberto Suárez Díaz,23,Center Forward,9602
2240,13,6625,Vicente Guaita Panadero,1,Goalkeeper,9602
2240,22,6627,Damián Nicolás Suárez Suárez,2,Right Back,9602
2240,2,6634,Djené Dakonam Ortega,3,Right Center Back,9602
2240,16,6861,Juan Torres Ruiz,5,Left Center Back,9602
2240,3,6619,Vitorino Gabriel Pacheco Antunes,6,Left Back,9602
2240,5,6633,Markel Bergara Larrañaga,9,Right Defensive Midfield,9602
2240,18,6863,Mauro Wilney Arambarri Rosa,11,Left Defensive Midfield,9602
2240,7,6864,Álvaro José Jiménez Guerrero,17,Right Wing,9602
2240,21,5724,Fayçal Fajr,19,Center Attacking Midfield,9602
2240,23,6621,Amath Ndiaye,21,Left Wing,9602
2240,19,6630,Jorge Molina Vidal,23,Center Forward,9602
2887,13,6625,Vicente Guaita Panadero,1,Goalkeeper,9602
2887,22,6627,Damián Nicolás Suárez Suárez,2,Right Back,9602
2887,2,6634,Djené Dakonam Ortega,3,Right Center Back,9602
2887,16,6861,Juan Torres Ruiz,5,Left Center Back,9602
2887,3,6619,Vitorino Gabriel Pacheco Antunes,6,Left Back,9602
2887,14,6858,Sergio Mora Sánchez,9,Right Defensive Midfield,9602
2887,5,6633,Markel Bergara Larrañaga,11,Left Defensive Midfield,9602
2887,7,6864,Álvaro José Jiménez Guerrero,12,Right Midfield,9602
2887,21,5724,Fayçal Fajr,16,Left Midfield,9602
2887,19,6630,Jorge Molina Vidal,22,Right Center Forward,9602
2887,18,6863,Mauro Wilney Arambarri Rosa,24,Left Center Forward,9602
1,1,20055,Marc-André ter Stegen,1,Goalkeeper,9609
1,2,6374,Nélson Cabral Semedo,2,Right Back,9609
1,3,5213,Gerard Piqué Bernabéu,3,Right Center Back,9609
1,14,5506,Javier Alejandro Mascherano,5,Left Center Back,9609
1,19,6849,Lucas Digne,6,Left Back,9609
1,5,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,9609
1,15,5542,José Paulo Bezzera Maciel Júnior,13,Right Center Midfield,9609
1,8,5216,Andrés Iniesta Luján,15,Left Center Midfield,9609
1,16,3726,Gerard Deulofeu Lázaro,17,Right Wing,9609
1,6,6609,Denis Suárez Fernández,21,Left Wing,9609
1,10,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,9609
2,25,6698,Marko Dmitrović,1,Goalkeeper,9609
2,18,6709,Anaitz Arbilla Zabala,2,Right Back,9609
2,12,6708,Paulo André Rodrigues de Oliveira,3,Right Center Back,9609
2,3,6924,Alejandro Gálvez Jimena,5,Left Center Back,9609
2,23,6776,David Juncà Reñé,6,Left Back,9609
2,14,6775,Daniel García Carrillo,9,Right Defensive Midfield,9609
2,5,6712,Gonzalo Escalante,11,Left Defensive Midfield,9609
2,7,6699,Ander Capa Rodríguez,17,Right Wing,9609
2,24,6701,Joan Jordán Moreno,19,Center Attacking Midfield,9609
2,8,5687,Takashi Inui,21,Left Wing,9609
2,9,6700,Sergio Enrich Ametller,23,Center Forward,9609
69,25,6698,Marko Dmitrović,1,Goalkeeper,9609
69,18,6709,Anaitz Arbilla Zabala,2,Right Back,9609
69,12,6708,Paulo André Rodrigues de Oliveira,3,Right Center Back,9609
69,3,6924,Alejandro Gálvez Jimena,5,Left Center Back,9609
69,23,6776,David Juncà Reñé,6,Left Back,9609
69,5,6712,Gonzalo Escalante,9,Right Defensive Midfield,9609
69,14,6775,Daniel García Carrillo,11,Left Defensive Midfield,9609
69,7,6699,Ander Capa Rodríguez,17,Right Wing,9609
69,24,6701,Joan Jordán Moreno,19,Center Attacking Midfield,9609
69,8,5687,Takashi Inui,21,Left Wing,9609
69,9,6700,Sergio Enrich Ametller,23,Center Forward,9609
1,1,6576,Gorka Iraizoz Moreno,1,Goalkeeper,9620
1,4,6887,Jonás Ramalho Chimeno,2,Right Back,9620
1,2,6573,Bernardo José Espinosa Zúñiga,4,Center Back,9620
1,15,6572,Juan Pedro Ramírez López,6,Left Back,9620
1,25,6564,Pablo Maffeo Becerra,10,Center Defensive Midfield,9620
1,9,6582,Cristian Portugués Manzanera,12,Right Midfield,9620
1,23,6888,Aleix García Serrano,13,Right Center Midfield,9620
1,8,6565,Pere Pons Riera,15,Left Center Midfield,9620
1,11,6578,Francesc Aday Benítez Caraballo,16,Left Midfield,9620
1,14,6897,Michael Olunga Ogada,23,Center Forward,9620
1,12,6574,Douglas Luiz Soares de Paulo,25,Secondary Striker,9620
2,1,20055,Marc-André ter Stegen,1,Goalkeeper,9620
2,20,6379,Sergi Roberto Carnicer,2,Right Back,9620
2,14,5506,Javier Alejandro Mascherano,3,Right Center Back,9620
2,23,5492,Samuel Yves Umtiti,5,Left Center Back,9620
2,18,5211,Jordi Alba Ramos,6,Left Back,9620
2,22,6400,Aleix Vidal Parreu,12,Right Midfield,9620
2,15,5542,José Paulo Bezzera Maciel Júnior,13,Right Center Midfield,9620
2,4,5470,Ivan Rakitić,15,Left Center Midfield,9620
2,8,5216,Andrés Iniesta Luján,16,Left Midfield,9620
2,10,5503,Lionel Andrés Messi Cuccittini,22,Right Center Forward,9620
2,9,5246,Luis Alberto Suárez Díaz,24,Left Center Forward,9620
1,1,20055,Marc-André ter Stegen,1,Goalkeeper,9636
1,20,6379,Sergi Roberto Carnicer,2,Right Back,9636
1,3,5213,Gerard Piqué Bernabéu,3,Right Center Back,9636
1,14,5506,Javier Alejandro Mascherano,5,Left Center Back,9636
1,18,5211,Jordi Alba Ramos,6,Left Back,9636
1,15,5542,José Paulo Bezzera Maciel Júnior,9,Right Defensive Midfield,9636
1,5,5203,Sergio Busquets i Burgos,11,Left Defensive Midfield,9636
1,22,6400,Aleix Vidal Parreu,12,Right Midfield,9636
1,6,6609,Denis Suárez Fernández,16,Left Midfield,9636
1,10,5503,Lionel Andrés Messi Cuccittini,22,Right Center Forward,9636
1,9,5246,Luis Alberto Suárez Díaz,24,Left Center Forward,9636
2,13,6931,Leandro Chichizola,1,Goalkeeper,9636
2,12,6922,Míchel Macedo Rocha Machado,2,Right Back,9636
2,3,7692,Mauricio Lemos Merladet,3,Right Center Back,9636
2,22,6923,Joaquín Navarro Jiménez,5,Left Center Back,9636
2,15,8204,Borja Herrera González,6,Left Back,9636
2,14,15805,Hernán Daniel Santana Trujillo,9,Right Defensive Midfield,9636
2,25,6920,Alberto Aquilani,11,Left Defensive Midfield,9636
2,10,4265,Oussama Tannane,17,Right Wing,9636
2,21,10755,Jonathan Viera Ramos,19,Center Attacking Midfield,9636
2,24,6928,Pedro Taunausú Domínguez Placeres,21,Left Wing,9636
2,9,6930,Jonathan Calleri,23,Center Forward,9636
2081,1,20055,Marc-André ter Stegen,1,Goalkeeper,9636
2081,20,6379,Sergi Roberto Carnicer,2,Right Back,9636
2081,3,5213,Gerard Piqué Bernabéu,3,Right Center Back,9636
2081,14,5506,Javier Alejandro Mascherano,5,Left Center Back,9636
2081,18,5211,Jordi Alba Ramos,6,Left Back,9636
2081,4,5470,Ivan Rakitić,9,Right Defensive Midfield,9636
2081,5,5203,Sergio Busquets i Burgos,11,Left Defensive Midfield,9636
2081,6,6609,Denis Suárez Fernández,12,Right Midfield,9636
2081,8,5216,Andrés Iniesta Luján,16,Left Midfield,9636
2081,10,5503,Lionel Andrés Messi Cuccittini,22,Right Center Forward,9636
2081,9,5246,Luis Alberto Suárez Díaz,24,Left Center Forward,9636
1,13,6378,Jan Oblak,1,Goalkeeper,9642
1,20,6375,Juan Francisco Torres Belén,2,Right Back,9642
1,15,6376,Stefan Savić,3,Right Center Back,9642
1,2,5249,Diego Roberto Godín Leal,5,Left Center Back,9642
1,3,6320,Filipe Luís Kasmirski,6,Left Back,9642
1,14,6384,Gabriel Fernández Arenas,9,Right Defensive Midfield,9642
1,8,6381,Saúl Ñíguez Esclapez,11,Left Defensive Midfield,9642
1,6,5199,Jorge Resurrección Merodio,12,Right Midfield,9642
1,10,5633,Yannick Ferreira Carrasco,16,Left Midfield,9642
1,11,6377,Ángel Martín Correa,22,Right Center Forward,9642
1,7,5487,Antoine Griezmann,24,Left Center Forward,9642
2,1,20055,Marc-André ter Stegen,1,Goalkeeper,9642
2,2,6374,Nélson Cabral Semedo,2,Right Back,9642
2,3,5213,Gerard Piqué Bernabéu,3,Right Center Back,9642
2,23,5492,Samuel Yves Umtiti,5,Left Center Back,9642
2,18,5211,Jordi Alba Ramos,6,Left Back,9642
2,4,5470,Ivan Rakitić,9,Right Defensive Midfield,9642
2,5,5203,Sergio Busquets i Burgos,11,Left Defensive Midfield,9642
2,21,10802,André Filipe Tavares Gomes,12,Right Midfield,9642
2,8,5216,Andrés Iniesta Luján,16,Left Midfield,9642
2,10,5503,Lionel Andrés Messi Cuccittini,22,Right Center Forward,9642
2,9,5246,Luis Alberto Suárez Díaz,24,Left Center Forward,9642
2584,13,6378,Jan Oblak,1,Goalkeeper,9642
2584,20,6375,Juan Francisco Torres Belén,2,Right Back,9642
2584,15,6376,Stefan Savić,3,Right Center Back,9642
2584,2,5249,Diego Roberto Godín Leal,5,Left Center Back,9642
2584,3,6320,Filipe Luís Kasmirski,6,Left Back,9642
2584,14,6384,Gabriel Fernández Arenas,9,Right Defensive Midfield,9642
2584,8,6381,Saúl Ñíguez Esclapez,11,Left Defensive Midfield,9642
2584,6,5199,Jorge Resurrección Merodio,12,Right Midfield,9642
2584,22,19669,Osvaldo Nicolás Fabián Gaitán,16,Left Midfield,9642
2584,7,5487,Antoine Griezmann,22,Right Center Forward,9642
2584,10,5633,Yannick Ferreira Carrasco,24,Left Center Forward,9642
2734,1,20055,Marc-André ter Stegen,1,Goalkeeper,9642
2734,20,6379,Sergi Roberto Carnicer,2,Right Back,9642
2734,3,5213,Gerard Piqué Bernabéu,3,Right Center Back,9642
2734,23,5492,Samuel Yves Umtiti,5,Left Center Back,9642
2734,18,5211,Jordi Alba Ramos,6,Left Back,9642
2734,4,5470,Ivan Rakitić,9,Right Defensive Midfield,9642
2734,5,5203,Sergio Busquets i Burgos,11,Left Defensive Midfield,9642
2734,16,3726,Gerard Deulofeu Lázaro,12,Right Midfield,9642
2734,21,10802,André Filipe Tavares Gomes,16,Left Midfield,9642
2734,10,5503,Lionel Andrés Messi Cuccittini,22,Right Center Forward,9642
2734,9,5246,Luis Alberto Suárez Díaz,24,Left Center Forward,9642
3168,13,6378,Jan Oblak,1,Goalkeeper,9642
3168,20,6375,Juan Francisco Torres Belén,2,Right Back,9642
3168,15,6376,Stefan Savić,3,Right Center Back,9642
3168,2,5249,Diego Roberto Godín Leal,5,Left Center Back,9642
3168,3,6320,Filipe Luís Kasmirski,6,Left Back,9642
3168,14,6384,Gabriel Fernández Arenas,9,Right Defensive Midfield,9642
3168,8,6381,Saúl Ñíguez Esclapez,11,Left Defensive Midfield,9642
3168,5,6383,Thomas Teye Partey,12,Right Midfield,9642
3168,22,19669,Osvaldo Nicolás Fabián Gaitán,16,Left Midfield,9642
3168,7,5487,Antoine Griezmann,22,Right Center Forward,9642
3168,6,5199,Jorge Resurrección Merodio,24,Left Center Forward,9642
3488,13,6378,Jan Oblak,1,Goalkeeper,9642
3488,20,6375,Juan Francisco Torres Belén,2,Right Back,9642
3488,15,6376,Stefan Savić,3,Right Center Back,9642
3488,2,5249,Diego Roberto Godín Leal,5,Left Center Back,9642
3488,3,6320,Filipe Luís Kasmirski,6,Left Back,9642
3488,5,6383,Thomas Teye Partey,9,Right Defensive Midfield,9642
3488,8,6381,Saúl Ñíguez Esclapez,11,Left Defensive Midfield,9642
3488,6,5199,Jorge Resurrección Merodio,12,Right Midfield,9642
3488,22,19669,Osvaldo Nicolás Fabián Gaitán,16,Left Midfield,9642
3488,9,6382,Fernando José Torres Sanz,22,Right Center Forward,9642
3488,7,5487,Antoine Griezmann,24,Left Center Forward,9642
1,1,20055,Marc-André ter Stegen,1,Goalkeeper,9650
1,20,6379,Sergi Roberto Carnicer,2,Right Back,9650
1,14,5506,Javier Alejandro Mascherano,3,Right Center Back,9650
1,23,5492,Samuel Yves Umtiti,5,Left Center Back,9650
1,19,6849,Lucas Digne,6,Left Back,9650
1,4,5470,Ivan Rakitić,9,Right Defensive Midfield,9650
1,5,5203,Sergio Busquets i Burgos,11,Left Defensive Midfield,9650
1,16,3726,Gerard Deulofeu Lázaro,12,Right Midfield,9650
1,8,5216,Andrés Iniesta Luján,16,Left Midfield,9650
1,10,5503,Lionel Andrés Messi Cuccittini,22,Right Center Forward,9650
1,9,5246,Luis Alberto Suárez Díaz,24,Left Center Forward,9650
2,25,6848,Andrés Tomás Prieto Albert,1,Goalkeeper,9650
2,18,6569,Roberto José Rosales Altuve,2,Right Back,9650
2,4,6561,Luis Hernández Rodríguez,3,Right Center Back,9650
2,22,4443,Paul Baysse,5,Left Center Back,9650
2,7,6559,Juan Carlos Pérez López,6,Left Back,9650
2,5,6843,Esteban Rolón,9,Right Defensive Midfield,9650
2,8,6557,Adrián González Morales,11,Left Defensive Midfield,9650
2,20,6742,Sergio Gontán Gallardo,17,Right Wing,9650
2,16,6847,Adalberto Peñaranda Maestre,19,Center Attacking Midfield,9650
2,11,6740,Gonzalo Castro Irizábal,21,Left Wing,9650
2,24,6739,Diego Alejandro Rolan Silva,23,Center Forward,9650
3124,25,6848,Andrés Tomás Prieto Albert,1,Goalkeeper,9650
3124,18,6569,Roberto José Rosales Altuve,2,Right Back,9650
3124,4,6561,Luis Hernández Rodríguez,3,Right Center Back,9650
3124,22,4443,Paul Baysse,5,Left Center Back,9650
3124,7,6559,Juan Carlos Pérez López,6,Left Back,9650
3124,19,6575,Emanuel Cecchini,9,Right Defensive Midfield,9650
3124,8,6557,Adrián González Morales,11,Left Defensive Midfield,9650
3124,20,6742,Sergio Gontán Gallardo,12,Right Midfield,9650
3124,11,6740,Gonzalo Castro Irizábal,16,Left Midfield,9650
3124,9,6566,Borja González Tomás,22,Right Center Forward,9650
3124,10,6563,Juan Pablo Añor Acosta,24,Left Center Forward,9650
3125,1,20055,Marc-André ter Stegen,1,Goalkeeper,9650
3125,2,6374,Nélson Cabral Semedo,2,Right Back,9650
3125,14,5506,Javier Alejandro Mascherano,3,Right Center Back,9650
3125,23,5492,Samuel Yves Umtiti,5,Left Center Back,9650
3125,19,6849,Lucas Digne,6,Left Back,9650
3125,4,5470,Ivan Rakitić,9,Right Defensive Midfield,9650
3125,5,5203,Sergio Busquets i Burgos,11,Left Defensive Midfield,9650
3125,20,6379,Sergi Roberto Carnicer,12,Right Midfield,9650
3125,8,5216,Andrés Iniesta Luján,16,Left Midfield,9650
3125,10,5503,Lionel Andrés Messi Cuccittini,22,Right Center Forward,9650
3125,9,5246,Luis Alberto Suárez Díaz,24,Left Center Forward,9650
1,1,6395,Kepa Arrizabalaga Revuelta,1,Goalkeeper,9661
1,2,6386,Eneko Bóveda Altube,2,Right Back,9661
1,30,6397,Unai Núñez Gestoso,3,Right Center Back,9661
1,4,4353,Aymeric Laporte,5,Left Center Back,9661
1,15,6392,Íñigo Lekue Martínez,6,Left Back,9661
1,8,6388,Ander Iturraspe Derteano,9,Right Defensive Midfield,9661
1,6,6389,Mikel San José Domínguez,11,Left Defensive Midfield,9661
1,11,6393,Iñaki Williams Arthuer,17,Right Wing,9661
1,22,6391,Raúl García Escudero,19,Center Attacking Midfield,9661
1,28,6387,Iñigo Córdoba Kerejeta,21,Left Wing,9661
1,20,6394,Aritz Aduriz Zubeldia,23,Center Forward,9661
2,1,20055,Marc-André ter Stegen,1,Goalkeeper,9661
2,20,6379,Sergi Roberto Carnicer,2,Right Back,9661
2,3,5213,Gerard Piqué Bernabéu,3,Right Center Back,9661
2,23,5492,Samuel Yves Umtiti,5,Left Center Back,9661
2,18,5211,Jordi Alba Ramos,6,Left Back,9661
2,5,5203,Sergio Busquets i Burgos,9,Right Defensive Midfield,9661
2,15,5542,José Paulo Bezzera Maciel Júnior,11,Left Defensive Midfield,9661
2,4,5470,Ivan Rakitić,12,Right Midfield,9661
2,21,10802,André Filipe Tavares Gomes,16,Left Midfield,9661
2,10,5503,Lionel Andrés Messi Cuccittini,22,Right Center Forward,9661
2,9,5246,Luis Alberto Suárez Díaz,24,Left Center Forward,9661
3161,1,20055,Marc-André ter Stegen,1,Goalkeeper,9661
3161,2,6374,Nélson Cabral Semedo,2,Right Back,9661
3161,3,5213,Gerard Piqué Bernabéu,3,Right Center Back,9661
3161,23,5492,Samuel Yves Umtiti,5,Left Center Back,9661
3161,18,5211,Jordi Alba Ramos,6,Left Back,9661
3161,4,5470,Ivan Rakitić,9,Right Defensive Midfield,9661
3161,5,5203,Sergio Busquets i Burgos,11,Left Defensive Midfield,9661
3161,20,6379,Sergi Roberto Carnicer,12,Right Midfield,9661
3161,15,5542,José Paulo Bezzera Maciel Júnior,16,Left Midfield,9661
3161,10,5503,Lionel Andrés Messi Cuccittini,22,Right Center Forward,9661
3161,9,5246,Luis Alberto Suárez Díaz,24,Left Center Forward,9661
1,1,20055,Marc-André ter Stegen,1,Goalkeeper,9673
1,2,6374,Nélson Cabral Semedo,2,Right Back,9673
1,3,5213,Gerard Piqué Bernabéu,3,Right Center Back,9673
1,23,5492,Samuel Yves Umtiti,5,Left Center Back,9673
1,18,5211,Jordi Alba Ramos,6,Left Back,9673
1,17,6402,Francisco Alcácer García,12,Right Midfield,9673
1,5,5203,Sergio Busquets i Burgos,13,Right Center Midfield,9673
1,4,5470,Ivan Rakitić,15,Left Center Midfield,9673
1,8,5216,Andrés Iniesta Luján,16,Left Midfield,9673
1,10,5503,Lionel Andrés Messi Cuccittini,22,Right Center Forward,9673
1,9,5246,Luis Alberto Suárez Díaz,24,Left Center Forward,9673
2,13,6722,David Soria Solís,1,Goalkeeper,9673
2,2,6716,Sébastien Corchia,2,Right Back,9673
2,4,5534,Simon Thorup Kjær,3,Right Center Back,9673
2,5,6826,Clément Lenglet,5,Left Center Back,9673
2,18,6718,Sergio Escudero Palomo,6,Left Back,9673
2,15,5737,Steven N''Kemboanza Mike Christopher Nzonzi,9,Right Defensive Midfield,9673
2,14,6715,Guido Hernán Pizarro,11,Left Defensive Midfield,9673
2,16,6821,Jesús Navas González,12,Right Midfield,9673
2,10,5504,Éver Maximiliano David Banega,14,Center Midfield,9673
2,17,6720,Pablo Sarabia García,16,Left Midfield,9673
2,20,6334,Luis Fernando Muriel Fruto,25,Secondary Striker,9673
2929,1,20055,Marc-André ter Stegen,1,Goalkeeper,9673
2929,2,6374,Nélson Cabral Semedo,2,Right Back,9673
2929,3,5213,Gerard Piqué Bernabéu,3,Right Center Back,9673
2929,23,5492,Samuel Yves Umtiti,5,Left Center Back,9673
2929,18,5211,Jordi Alba Ramos,6,Left Back,9673
2929,4,5470,Ivan Rakitić,12,Right Midfield,9673
2929,5,5203,Sergio Busquets i Burgos,13,Right Center Midfield,9673
2929,15,5542,José Paulo Bezzera Maciel Júnior,15,Left Center Midfield,9673
2929,16,3726,Gerard Deulofeu Lázaro,16,Left Midfield,9673
2929,10,5503,Lionel Andrés Messi Cuccittini,22,Right Center Forward,9673
2929,9,5246,Luis Alberto Suárez Díaz,24,Left Center Forward,9673
3856,1,20055,Marc-André ter Stegen,1,Goalkeeper,9673
3856,2,6374,Nélson Cabral Semedo,2,Right Back,9673
3856,3,5213,Gerard Piqué Bernabéu,3,Right Center Back,9673
3856,23,5492,Samuel Yves Umtiti,5,Left Center Back,9673
3856,18,5211,Jordi Alba Ramos,6,Left Back,9673
3856,15,5542,José Paulo Bezzera Maciel Júnior,12,Right Midfield,9673
3856,14,5506,Javier Alejandro Mascherano,13,Right Center Midfield,9673
3856,5,5203,Sergio Busquets i Burgos,15,Left Center Midfield,9673
3856,16,3726,Gerard Deulofeu Lázaro,16,Left Midfield,9673
3856,10,5503,Lionel Andrés Messi Cuccittini,22,Right Center Forward,9673
3856,9,5246,Luis Alberto Suárez Díaz,24,Left Center Forward,9673
1,1,6610,Iván Cuéllar Sacristán,1,Goalkeeper,9682
1,20,6605,Joseba Zaldúa Bengoetxea,2,Right Back,9682
1,19,6894,Ezequiel Muñoz,3,Right Center Back,9682
1,22,6603,Dimitrios Siovas,5,Left Center Back,9682
1,15,6895,Diego Rico Salguero,6,Left Back,9682
1,21,6599,Rubén Salvador Pérez Del Mármol,13,Right Center Midfield,9682
1,8,6597,Gabriel Appelt Pires,15,Left Center Midfield,9682
1,10,6608,Nabil El Zhar,17,Right Wing,9682
1,17,6606,Javier Eraso Goñi,19,Center Attacking Midfield,9682
1,11,6875,Alexander Szymanowski,21,Left Wing,9682
1,25,3302,Nordin Amrabat,23,Center Forward,9682
2,1,20055,Marc-André ter Stegen,1,Goalkeeper,9682
2,2,6374,Nélson Cabral Semedo,2,Right Back,9682
2,3,5213,Gerard Piqué Bernabéu,3,Right Center Back,9682
2,23,5492,Samuel Yves Umtiti,5,Left Center Back,9682
2,18,5211,Jordi Alba Ramos,6,Left Back,9682
2,5,5203,Sergio Busquets i Burgos,11,Left Defensive Midfield,9682
2,17,6402,Francisco Alcácer García,12,Right Midfield,9682
2,4,5470,Ivan Rakitić,13,Right Center Midfield,9682
2,8,5216,Andrés Iniesta Luján,16,Left Midfield,9682
2,10,5503,Lionel Andrés Messi Cuccittini,22,Right Center Forward,9682
2,9,5246,Luis Alberto Suárez Díaz,24,Left Center Forward,9682
2572,1,6610,Iván Cuéllar Sacristán,1,Goalkeeper,9682
2572,20,6605,Joseba Zaldúa Bengoetxea,2,Right Back,9682
2572,19,6894,Ezequiel Muñoz,3,Right Center Back,9682
2572,22,6603,Dimitrios Siovas,5,Left Center Back,9682
2572,15,6895,Diego Rico Salguero,6,Left Back,9682
2572,21,6599,Rubén Salvador Pérez Del Mármol,9,Right Defensive Midfield,9682
2572,6,6834,Gerard Gumbau Garriga,11,Left Defensive Midfield,9682
2572,10,6608,Nabil El Zhar,12,Right Midfield,9682
2572,25,3302,Nordin Amrabat,16,Left Midfield,9682
2572,8,6597,Gabriel Appelt Pires,19,Center Attacking Midfield,9682
2572,12,6600,Claudio Beauvue,23,Center Forward,9682
2770,1,20055,Marc-André ter Stegen,1,Goalkeeper,9682
2770,22,6400,Aleix Vidal Parreu,2,Right Back,9682
2770,3,5213,Gerard Piqué Bernabéu,3,Right Center Back,9682
2770,23,5492,Samuel Yves Umtiti,5,Left Center Back,9682
2770,18,5211,Jordi Alba Ramos,6,Left Back,9682
2770,5,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,9682
2770,4,5470,Ivan Rakitić,13,Right Center Midfield,9682
2770,15,5542,José Paulo Bezzera Maciel Júnior,15,Left Center Midfield,9682
2770,10,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,9682
2770,9,5246,Luis Alberto Suárez Díaz,22,Right Center Forward,9682
2770,17,6402,Francisco Alcácer García,24,Left Center Forward,9682
1,13,6590,Norberto Murara Neto,1,Goalkeeper,9695
1,21,6593,Martín Montoya Torralbo,2,Right Back,9695
1,24,6891,Ezequiel Marcelo Garay,3,Right Center Back,9695
1,5,6746,Gabriel Armando de Abreu,5,Left Center Back,9695
1,14,6596,José Luis Gayà Peña,6,Left Back,9695
1,16,6589,Geoffrey Kondogbia,9,Right Defensive Midfield,9695
1,10,6595,Daniel Parejo Muñoz,11,Left Defensive Midfield,9695
1,18,6583,Carlos Soler Barragán,12,Right Midfield,9695
1,7,4367,Gonçalo Manuel Ganchinho Guedes,16,Left Midfield,9695
1,9,6584,Simone Zaza,22,Right Center Forward,9695
1,19,5718,Rodrigo Moreno Machado,24,Left Center Forward,9695
2,1,20055,Marc-André ter Stegen,1,Goalkeeper,9695
2,2,6374,Nélson Cabral Semedo,2,Right Back,9695
2,23,5492,Samuel Yves Umtiti,3,Right Center Back,9695
2,25,6332,Thomas Vermaelen,5,Left Center Back,9695
2,18,5211,Jordi Alba Ramos,6,Left Back,9695
2,15,5542,José Paulo Bezzera Maciel Júnior,9,Right Defensive Midfield,9695
2,5,5203,Sergio Busquets i Burgos,11,Left Defensive Midfield,9695
2,4,5470,Ivan Rakitić,12,Right Midfield,9695
2,8,5216,Andrés Iniesta Luján,16,Left Midfield,9695
2,10,5503,Lionel Andrés Messi Cuccittini,22,Right Center Forward,9695
2,9,5246,Luis Alberto Suárez Díaz,24,Left Center Forward,9695
3691,13,6590,Norberto Murara Neto,1,Goalkeeper,9695
3691,21,6593,Martín Montoya Torralbo,2,Right Back,9695
3691,3,6592,Rúben Miguel Nunes Vezo,3,Right Center Back,9695
3691,5,6746,Gabriel Armando de Abreu,5,Left Center Back,9695
3691,14,6596,José Luis Gayà Peña,6,Left Back,9695
3691,16,6589,Geoffrey Kondogbia,9,Right Defensive Midfield,9695
3691,10,6595,Daniel Parejo Muñoz,11,Left Defensive Midfield,9695
3691,18,6583,Carlos Soler Barragán,12,Right Midfield,9695
3691,11,6846,Andreas Hoelgebaum Pereira,16,Left Midfield,9695
3691,9,6584,Simone Zaza,22,Right Center Forward,9695
